mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,zcr_mean
-148.06528,78.68361,5.1125064,25.160866,13.5173435,7.195976,-1.6412385,1.3865564,-7.252361,8.211946,-2.3058228,1.2170564,-0.45394203,2.062339,-1.819006,-3.7474728,-1.5340371,0.5165461,-0.53090906,5.937878,0.27108476,0.36407283,0.29438367,0.39483345,0.33334774,0.4298092,0.4006261,0.34184545,0.40790987,0.3748349,0.41798088,0.27838433,20.94586065831187,16.721812564357666,19.292430053546905,17.80498531454126,18.6220420569542,18.190803468381407,48.21722127077102,0.07930264055051338
